代码,简称,时间,周单位净值(元)
159918.OF,中创400,2014-12-05,1.6834
159919.OF,300ETF,2014-12-05,3.2537
159920.OF,恒生ETF,2014-12-05,1.1124
159922.OF,500ETF,2014-12-05,5.3435
159923.OF,100ETF,2014-12-05,1.1780
159925.OF,南方300,2014-12-05,1.2358
159928.OF,消费ETF,2014-12-05,1.1111
159929.OF,医药ETF,2014-12-05,1.1777
159930.OF,能源ETF,2014-12-05,1.0447
159931.OF,金融ETF,2014-12-05,1.4125
159932.OF,500深ETF,2014-12-05,1.4950
159933.OF,金地ETF,2014-12-05,1.4945
159935.OF,景顺500,2014-12-05,1.4006
159936.OF,可选消费,2014-12-05,1.2814
159938.OF,医药,2014-12-05,1.0001
160119.OF,南方500,2014-12-05,1.2579
160125.OF,南方香港,2014-12-05,1.0662
160133.OF,南方天元,2014-12-05,1.1970
160218.OF,国泰地产,2014-12-05,1.3165
160219.OF,国泰医药,2014-12-05,1.1004
160222.OF,国泰食品,2014-12-05,1.0611
160416.OF,石油基金,2014-12-05,0.9630
160615.OF,鹏华300,2014-12-05,1.1540
160616.OF,鹏华500,2014-12-05,1.0980
160620.OF,资源LOF,2014-12-05,1.2610
160625.OF,证保LOF,2014-12-05,1.2380
160626.OF,信息LOF,2014-12-05,1.3010
160628.OF,地产LOF,2014-12-05,1.2230
160630.OF,国防LOF,2014-12-05,1.0680
160706.OF,嘉实300,2014-12-05,0.8598
160716.OF,嘉实50,2014-12-05,0.8974
160717.OF,恒生H股,2014-12-05,0.8401
160806.OF,长盛同庆,2014-12-05,1.1140
160807.OF,长盛300,2014-12-05,1.0390
161017.OF,富国500,2014-12-05,1.4570
161022.OF,创业,2014-12-05,1.1250
161024.OF,军工,2014-12-05,1.0460
161025.OF,互联网,2014-12-05,1.1140
161213.OF,国投消费,2014-12-05,1.0770
161217.OF,国投资源,2014-12-05,0.6610
161607.OF,融通巨潮,2014-12-05,0.9700
161720.OF,证券基金,2014-12-05,1.0660
161721.OF,地产基金,2014-12-05,1.0000
161811.OF,银华300,2014-12-05,1.3240
161812.OF,银华100,2014-12-05,0.8800
161831.OF,恒生中企,2014-12-05,1.1293
161907.OF,万家红利,2014-12-05,1.1062
162107.OF,金鹰量化,2014-12-05,1.3414
162216.OF,泰达500,2014-12-05,1.4077
162307.OF,海富100,2014-12-05,0.9290
162411.OF,华宝油气,2014-12-05,0.7800
162509.OF,中证100E,2014-12-05,1.2360
162510.OF,国安中小,2014-12-05,1.3350
162711.OF,广发500L,2014-12-05,1.1640
162714.OF,深100基,2014-12-05,1.0006
162907.OF,泰信400,2014-12-05,1.4840
163109.OF,申万深成,2014-12-05,0.6746
163110.OF,申万量化,2014-12-05,1.4100
163113.OF,申万证券,2014-12-05,1.5049
163114.OF,申万环保,2014-12-05,1.2463
163115.OF,申万军工,2014-12-05,1.2939
163209.OF,诺安创业,2014-12-05,1.1330
163407.OF,兴全300,2014-12-05,1.1042
163821.OF,中银300E,2014-12-05,1.3080
164304.OF,新华环保,2014-12-05,1.0490
164705.OF,添富恒生,2014-12-05,1.0860
164811.OF,京津冀,2014-12-05,1.1433
165309.OF,建信300,2014-12-05,0.9194
165310.OF,300增强,2014-12-05,1.1610
165312.OF,建信50,2014-12-05,1.1312
165510.OF,信诚四国,2014-12-05,0.7640
165511.OF,信诚500,2014-12-05,1.0290
165515.OF,信诚300,2014-12-05,1.1210
165519.OF,信诚医药,2014-12-05,1.1220
165520.OF,信诚有色,2014-12-05,1.1100
165521.OF,信诚金融,2014-12-05,1.0000
165522.OF,信诚TMT,2014-12-05,1.0000
166802.OF,浙商300,2014-12-05,1.1260
510010.OF,治理ETF,2014-12-05,0.9040
510020.OF,超大ETF,2014-12-05,2.0261
510030.OF,价值ETF,2014-12-05,3.3230
510050.OF,50ETF,2014-12-05,2.1880
510060.OF,央企ETF,2014-12-05,1.4890
510090.OF,责任ETF,2014-12-05,1.1401
510110.OF,周期ETF,2014-12-05,3.0520
510120.OF,非周ETF,2014-12-05,2.2840
510130.OF,中盘ETF,2014-12-05,3.2251
510150.OF,消费ETF,2014-12-05,3.1930
510160.OF,小康ETF,2014-12-05,0.4246
510170.OF,商品ETF,2014-12-05,1.7990
510180.OF,180ETF,2014-12-05,2.7881
510190.OF,龙头ETF,2014-12-05,2.7820
510210.OF,综指ETF,2014-12-05,3.2190
510220.OF,中小ETF,2014-12-05,3.5840
510230.OF,金融ETF,2014-12-05,5.0115
510270.OF,国企ETF,2014-12-05,0.9490
510290.OF,380ETF,2014-12-05,1.2906
510300.OF,300ETF,2014-12-05,3.1522
510310.OF,HS300ETF,2014-12-05,1.2635
510330.OF,华夏300,2014-12-05,3.1554
510410.OF,资源ETF,2014-12-05,0.7516
510440.OF,500沪市,2014-12-05,1.6470
510500.OF,500ETF,2014-12-05,1.4979
510510.OF,广发500,2014-12-05,1.5008
510630.OF,消费行业,2014-12-05,1.1868
510650.OF,金融行业,2014-12-05,1.4075
510660.OF,医药行业,2014-12-05,1.1817
510680.OF,万家50,2014-12-05,1.3321
510880.OF,红利ETF,2014-12-05,2.3630
510900.OF,H股ETF,2014-12-05,1.0928
512010.OF,医药ETF,2014-12-05,1.0132
512070.OF,证券保险,2014-12-05,1.9615
512120.OF,医药50,2014-12-05,1.0940
512220.OF,科技150,2014-12-05,1.1553
512600.OF,主要消费,2014-12-05,1.1623
512610.OF,医药卫生,2014-12-05,1.1827
512640.OF,金融地产,2014-12-05,1.5727
513030.OF,德国30,2014-12-05,1.0020
513100.OF,纳指ETF,2014-12-05,1.4090
513500.OF,标普500,2014-12-05,1.1514
159901.OF,深100ETF,2014-12-12,3.6767
159902.OF,中小100,2014-12-12,2.6890
159903.OF,深成ETF,2014-12-12,1.0994
159905.OF,深红利,2014-12-12,1.0213
159906.OF,深成长,2014-12-12,0.7890
159907.OF,中小300,2014-12-12,1.1743
159908.OF,创业板BS,2014-12-12,0.9947
159909.OF,深TMT,2014-12-12,4.2330
159910.OF,深F120,2014-12-12,1.1194
159912.OF,深300ETF,2014-12-12,1.1777
159913.OF,深价值,2014-12-12,1.2920
159915.OF,创业板,2014-12-12,1.5707
159916.OF,深F60,2014-12-12,2.1692
159918.OF,中创400,2014-12-12,1.7004
159919.OF,300ETF,2014-12-12,3.3292
159920.OF,恒生ETF,2014-12-12,1.0753
159922.OF,500ETF,2014-12-12,5.4950
159923.OF,100ETF,2014-12-12,1.1940
159925.OF,南方300,2014-12-12,1.2648
159928.OF,消费ETF,2014-12-12,1.1502
159929.OF,医药ETF,2014-12-12,1.1870
159930.OF,能源ETF,2014-12-12,1.0201
159931.OF,金融ETF,2014-12-12,1.3899
159932.OF,500深ETF,2014-12-12,1.5320
159933.OF,金地ETF,2014-12-12,1.4627
159935.OF,景顺500,2014-12-12,1.4405
159936.OF,可选消费,2014-12-12,1.3232
159938.OF,医药,2014-12-12,1.0002
160119.OF,南方500,2014-12-12,1.2927
160125.OF,南方香港,2014-12-12,1.0512
160133.OF,南方天元,2014-12-12,1.2280
160218.OF,国泰地产,2014-12-12,1.3678
160219.OF,国泰医药,2014-12-12,1.1150
160222.OF,国泰食品,2014-12-12,1.0949
160416.OF,石油基金,2014-12-12,0.8860
160615.OF,鹏华300,2014-12-12,1.1820
160616.OF,鹏华500,2014-12-12,1.1310
160620.OF,资源LOF,2014-12-12,1.2590
160625.OF,证保LOF,2014-12-12,1.2230
160626.OF,信息LOF,2014-12-12,1.3190
160628.OF,地产LOF,2014-12-12,1.2640
160629.OF,传媒LOF,2014-12-12,1.0000
160630.OF,国防LOF,2014-12-12,1.0500
160706.OF,嘉实300,2014-12-12,0.8794
160716.OF,嘉实50,2014-12-12,0.9142
160717.OF,恒生H股,2014-12-12,0.8132
160806.OF,长盛同庆,2014-12-12,1.1480
160807.OF,长盛300,2014-12-12,1.0590
161017.OF,富国500,2014-12-12,1.5010
161022.OF,创业,2014-12-12,1.1460
161024.OF,军工,2014-12-12,1.0680
161025.OF,互联网,2014-12-12,1.1380
161213.OF,国投消费,2014-12-12,1.1240
161217.OF,国投资源,2014-12-12,0.6600
161607.OF,融通巨潮,2014-12-12,0.9750
161720.OF,证券基金,2014-12-12,1.0290
161721.OF,地产基金,2014-12-12,1.0010
161811.OF,银华300,2014-12-12,1.3300
161812.OF,银华100,2014-12-12,0.9120
161831.OF,恒生中企,2014-12-12,1.0908
161907.OF,万家红利,2014-12-12,1.1482
162107.OF,金鹰量化,2014-12-12,1.3779
162216.OF,泰达500,2014-12-12,1.4258
162307.OF,海富100,2014-12-12,0.9390
162411.OF,华宝油气,2014-12-12,0.7140
162509.OF,中证100E,2014-12-12,1.2410
162510.OF,国安中小,2014-12-12,1.3520
162711.OF,广发500L,2014-12-12,1.1964
162714.OF,深100基,2014-12-12,1.0270
162907.OF,泰信400,2014-12-12,1.5320
163109.OF,申万深成,2014-12-12,0.6995
163110.OF,申万量化,2014-12-12,1.4110
163113.OF,申万证券,2014-12-12,0.9728
163114.OF,申万环保,2014-12-12,1.3006
163115.OF,申万军工,2014-12-12,1.3146
163209.OF,诺安创业,2014-12-12,1.1590
163407.OF,兴全300,2014-12-12,1.1163
163821.OF,中银300E,2014-12-12,1.3600
164304.OF,新华环保,2014-12-12,1.0980
164705.OF,添富恒生,2014-12-12,1.0520
164811.OF,京津冀,2014-12-12,1.1725
165309.OF,建信300,2014-12-12,0.9370
165310.OF,300增强,2014-12-12,1.1580
165312.OF,建信50,2014-12-12,1.1466
165510.OF,信诚四国,2014-12-12,0.7250
165511.OF,信诚500,2014-12-12,1.0640
165515.OF,信诚300,2014-12-12,1.1350
165519.OF,信诚医药,2014-12-12,1.1310
165520.OF,信诚有色,2014-12-12,1.1230
165521.OF,信诚金融,2014-12-12,0.9700
165522.OF,信诚TMT,2014-12-12,1.0030
166802.OF,浙商300,2014-12-12,1.1490
510010.OF,治理ETF,2014-12-12,0.9110
510020.OF,超大ETF,2014-12-12,2.0893
510030.OF,价值ETF,2014-12-12,3.2900
510050.OF,50ETF,2014-12-12,2.1780
510060.OF,央企ETF,2014-12-12,1.5092
510090.OF,责任ETF,2014-12-12,1.1431
510110.OF,周期ETF,2014-12-12,2.9860
510120.OF,非周ETF,2014-12-12,2.4310
510130.OF,中盘ETF,2014-12-12,3.3537
510150.OF,消费ETF,2014-12-12,3.3160
510160.OF,小康ETF,2014-12-12,0.4545
510170.OF,商品ETF,2014-12-12,1.8180
510180.OF,180ETF,2014-12-12,2.8232
510190.OF,龙头ETF,2014-12-12,2.8800
510210.OF,综指ETF,2014-12-12,3.2180
510220.OF,中小ETF,2014-12-12,3.7380
510230.OF,金融ETF,2014-12-12,4.8628
510270.OF,国企ETF,2014-12-12,0.9630
510290.OF,380ETF,2014-12-12,1.3495
510300.OF,300ETF,2014-12-12,3.2274
510310.OF,HS300ETF,2014-12-12,1.2922
510330.OF,华夏300,2014-12-12,3.2207
510410.OF,资源ETF,2014-12-12,0.7568
510440.OF,500沪市,2014-12-12,1.6950
510500.OF,500ETF,2014-12-12,1.5415
510510.OF,广发500,2014-12-12,1.5447
510630.OF,消费行业,2014-12-12,1.2419
510650.OF,金融行业,2014-12-12,1.3703
510660.OF,医药行业,2014-12-12,1.1986
510680.OF,万家50,2014-12-12,1.3922
510880.OF,红利ETF,2014-12-12,2.4130
510900.OF,H股ETF,2014-12-12,1.0566
512010.OF,医药ETF,2014-12-12,1.0275
512070.OF,证券保险,2014-12-12,1.9516
512120.OF,医药50,2014-12-12,1.0980
512220.OF,科技150,2014-12-12,1.1812
512600.OF,主要消费,2014-12-12,1.2015
512610.OF,医药卫生,2014-12-12,1.1970
512640.OF,金融地产,2014-12-12,1.5440
513100.OF,纳指ETF,2014-12-12,1.3670
513500.OF,标普500,2014-12-12,1.1077
159901.OF,深100ETF,2014-12-19,3.7178
159902.OF,中小100,2014-12-19,2.6380
159903.OF,深成ETF,2014-12-19,1.1169
159905.OF,深红利,2014-12-19,1.0458
159906.OF,深成长,2014-12-19,0.7810
159907.OF,中小300,2014-12-19,1.1507
159908.OF,创业板BS,2014-12-19,1.0180
159909.OF,深TMT,2014-12-19,4.2130
159910.OF,深F120,2014-12-19,1.1485
159912.OF,深300ETF,2014-12-19,1.1799
159913.OF,深价值,2014-12-19,1.3190
159915.OF,创业板,2014-12-19,1.5455
159916.OF,深F60,2014-12-19,2.2440
159918.OF,中创400,2014-12-19,1.6665
159919.OF,300ETF,2014-12-19,3.5270
159920.OF,恒生ETF,2014-12-19,1.0692
159922.OF,500ETF,2014-12-19,5.5146
159923.OF,100ETF,2014-12-19,1.2900
159925.OF,南方300,2014-12-19,1.3396
159928.OF,消费ETF,2014-12-19,1.1340
159929.OF,医药ETF,2014-12-19,1.1626
159930.OF,能源ETF,2014-12-19,1.0744
159931.OF,金融ETF,2014-12-19,1.5086
159932.OF,500深ETF,2014-12-19,1.5200
159933.OF,金地ETF,2014-12-19,1.5970
159935.OF,景顺500,2014-12-19,1.4462
159936.OF,可选消费,2014-12-19,1.3015
159938.OF,医药,2014-12-19,1.0008
160119.OF,南方500,2014-12-19,1.2979
160125.OF,南方香港,2014-12-19,1.0194
160133.OF,南方天元,2014-12-19,1.2510
160218.OF,国泰地产,2014-12-19,1.3709
160219.OF,国泰医药,2014-12-19,1.0850
160222.OF,国泰食品,2014-12-19,1.0774
160416.OF,石油基金,2014-12-19,0.9360
160615.OF,鹏华300,2014-12-19,1.2490
160616.OF,鹏华500,2014-12-19,1.1300
160620.OF,资源LOF,2014-12-19,1.2890
160625.OF,证保LOF,2014-12-19,1.3540
160626.OF,信息LOF,2014-12-19,1.3060
160628.OF,地产LOF,2014-12-19,1.2640
160629.OF,传媒LOF,2014-12-19,1.0000
160630.OF,国防LOF,2014-12-19,1.0680
160706.OF,嘉实300,2014-12-19,0.9283
160716.OF,嘉实50,2014-12-19,1.0280
160717.OF,恒生H股,2014-12-19,0.8235
160806.OF,长盛同庆,2014-12-19,1.2020
160807.OF,长盛300,2014-12-19,1.1240
161017.OF,富国500,2014-12-19,1.5060
161022.OF,创业,2014-12-19,1.1270
161024.OF,军工,2014-12-19,1.0800
161025.OF,互联网,2014-12-19,1.1280
161026.OF,国企改革,2014-12-19,1.0010
161213.OF,国投消费,2014-12-19,1.1260
161217.OF,国投资源,2014-12-19,0.6800
161607.OF,融通巨潮,2014-12-19,1.0470
161720.OF,证券基金,2014-12-19,1.1160
161721.OF,地产基金,2014-12-19,1.0110
161811.OF,银华300,2014-12-19,1.4010
161812.OF,银华100,2014-12-19,0.9240
161831.OF,恒生中企,2014-12-19,1.1045
161907.OF,万家红利,2014-12-19,1.2117
162107.OF,金鹰量化,2014-12-19,1.3809
162216.OF,泰达500,2014-12-19,1.4213
162307.OF,海富100,2014-12-19,1.0210
162411.OF,华宝油气,2014-12-19,0.7950
162509.OF,中证100E,2014-12-19,1.3400
162510.OF,国安中小,2014-12-19,1.3270
162711.OF,广发500L,2014-12-19,1.1992
162714.OF,深100基,2014-12-19,1.0387
162907.OF,泰信400,2014-12-19,1.5380
163109.OF,申万深成,2014-12-19,0.7118
163110.OF,申万量化,2014-12-19,1.3830
163113.OF,申万证券,2014-12-19,1.0679
163114.OF,申万环保,2014-12-19,1.2857
163115.OF,申万军工,2014-12-19,1.3370
163209.OF,诺安创业,2014-12-19,1.1160
163407.OF,兴全300,2014-12-19,1.1920
163821.OF,中银300E,2014-12-19,1.4050
164304.OF,新华环保,2014-12-19,1.0940
164705.OF,添富恒生,2014-12-19,1.0430
164811.OF,京津冀,2014-12-19,1.1837
165309.OF,建信300,2014-12-19,0.9894
165310.OF,300增强,2014-12-19,1.1950
165312.OF,建信50,2014-12-19,1.1756
165510.OF,信诚四国,2014-12-19,0.7260
165511.OF,信诚500,2014-12-19,1.0620
165515.OF,信诚300,2014-12-19,1.1670
165519.OF,信诚医药,2014-12-19,1.0720
165520.OF,信诚有色,2014-12-19,1.0950
165521.OF,信诚金融,2014-12-19,1.0630
165522.OF,信诚TMT,2014-12-19,0.9950
166802.OF,浙商300,2014-12-19,1.2120
510010.OF,治理ETF,2014-12-19,0.9990
510020.OF,超大ETF,2014-12-19,2.2441
510030.OF,价值ETF,2014-12-19,3.6310
510050.OF,50ETF,2014-12-19,2.3590
510060.OF,央企ETF,2014-12-19,1.6781
510090.OF,责任ETF,2014-12-19,1.2423
510110.OF,周期ETF,2014-12-19,3.2790
510120.OF,非周ETF,2014-12-19,2.5630
510130.OF,中盘ETF,2014-12-19,3.5296
510150.OF,消费ETF,2014-12-19,3.2760
510160.OF,小康ETF,2014-12-19,0.4985
510170.OF,商品ETF,2014-12-19,1.8580
510180.OF,180ETF,2014-12-19,3.0354
510190.OF,龙头ETF,2014-12-19,2.9300
510210.OF,综指ETF,2014-12-19,3.4140
510220.OF,中小ETF,2014-12-19,3.8870
510230.OF,金融ETF,2014-12-19,5.3938
510270.OF,国企ETF,2014-12-19,1.0440
510290.OF,380ETF,2014-12-19,1.3749
510300.OF,300ETF,2014-12-19,3.4197
510310.OF,HS300ETF,2014-12-19,1.3694
510330.OF,华夏300,2014-12-19,3.3917
510410.OF,资源ETF,2014-12-19,0.7781
510440.OF,500沪市,2014-12-19,1.7180
510500.OF,500ETF,2014-12-19,1.5482
510510.OF,广发500,2014-12-19,1.5487
510630.OF,消费行业,2014-12-19,1.2268
510650.OF,金融行业,2014-12-19,1.4974
510660.OF,医药行业,2014-12-19,1.1753
510680.OF,万家50,2014-12-19,1.4169
510880.OF,红利ETF,2014-12-19,2.5800
510900.OF,H股ETF,2014-12-19,1.0717
512010.OF,医药ETF,2014-12-19,0.9982
512070.OF,证券保险,2014-12-19,2.1815
512120.OF,医药50,2014-12-19,1.0750
512220.OF,科技150,2014-12-19,1.1723
512600.OF,主要消费,2014-12-19,1.1842
512610.OF,医药卫生,2014-12-19,1.1724
512640.OF,金融地产,2014-12-19,1.6735
513030.OF,德国30,2014-12-19,0.9670
513100.OF,纳指ETF,2014-12-19,1.3940
513500.OF,标普500,2014-12-19,1.1466
159901.OF,深100ETF,2014-12-26,3.7327
159902.OF,中小100,2014-12-26,2.5900
159903.OF,深成ETF,2014-12-26,1.1354
159905.OF,深红利,2014-12-26,1.0550
159906.OF,深成长,2014-12-26,0.7820
159907.OF,中小300,2014-12-26,1.1262
159908.OF,创业板BS,2014-12-26,1.0245
159909.OF,深TMT,2014-12-26,4.1300
159910.OF,深F120,2014-12-26,1.1594
159912.OF,深300ETF,2014-12-26,1.1749
159913.OF,深价值,2014-12-26,1.3300
159915.OF,创业板,2014-12-26,1.4893
159916.OF,深F60,2014-12-26,2.2695
159918.OF,中创400,2014-12-26,1.6119
159919.OF,300ETF,2014-12-26,3.5914
159920.OF,恒生ETF,2014-12-26,1.0781
159922.OF,500ETF,2014-12-26,5.4135
159923.OF,100ETF,2014-12-26,1.3280
159925.OF,南方300,2014-12-26,1.3633
159928.OF,消费ETF,2014-12-26,1.1513
159929.OF,医药ETF,2014-12-26,1.1428
159930.OF,能源ETF,2014-12-26,1.0770
159931.OF,金融ETF,2014-12-26,1.5776
159932.OF,500深ETF,2014-12-26,1.4850
159933.OF,金地ETF,2014-12-26,1.6755
159935.OF,景顺500,2014-12-26,1.4205
159936.OF,可选消费,2014-12-26,1.2859
159938.OF,医药,2014-12-26,1.0033
160119.OF,南方500,2014-12-26,1.2755
160133.OF,南方天元,2014-12-26,1.2370
160218.OF,国泰地产,2014-12-26,1.3885
160219.OF,国泰医药,2014-12-26,1.0637
160222.OF,国泰食品,2014-12-26,1.1087
160416.OF,石油基金,2014-12-26,0.9360
160615.OF,鹏华300,2014-12-26,1.2680
160616.OF,鹏华500,2014-12-26,1.1150
160620.OF,资源LOF,2014-12-26,1.2760
160625.OF,证保LOF,2014-12-26,1.4090
160626.OF,信息LOF,2014-12-26,1.2630
160628.OF,地产LOF,2014-12-26,1.2900
160629.OF,传媒LOF,2014-12-26,1.0080
160630.OF,国防LOF,2014-12-26,1.0200
160706.OF,嘉实300,2014-12-26,0.9437
160716.OF,嘉实50,2014-12-26,1.0592
160717.OF,恒生H股,2014-12-26,0.8347
160806.OF,长盛同庆,2014-12-26,1.2000
160807.OF,长盛300,2014-12-26,1.1410
160919.OF,大成产业,2014-12-26,1.0610
161017.OF,富国500,2014-12-26,1.4930
161022.OF,创业,2014-12-26,1.0860
161024.OF,军工,2014-12-26,1.0380
161025.OF,互联网,2014-12-26,1.0990
161026.OF,国企改革,2014-12-26,1.0050
161213.OF,国投消费,2014-12-26,1.1110
161217.OF,国投资源,2014-12-26,0.6790
161607.OF,融通巨潮,2014-12-26,1.0820
161720.OF,证券基金,2014-12-26,1.1470
161721.OF,地产基金,2014-12-26,1.0450
161811.OF,银华300,2014-12-26,1.4260
161812.OF,银华100,2014-12-26,0.9300
161831.OF,恒生中企,2014-12-26,1.1165
161907.OF,万家红利,2014-12-26,1.2154
162107.OF,金鹰量化,2014-12-26,1.3531
162216.OF,泰达500,2014-12-26,1.4008
162307.OF,海富100,2014-12-26,1.0480
162411.OF,华宝油气,2014-12-26,0.7740
162509.OF,中证100E,2014-12-26,1.3810
162510.OF,国安中小,2014-12-26,1.2990
162711.OF,广发500L,2014-12-26,1.1779
162714.OF,深100基,2014-12-26,1.0453
162907.OF,泰信400,2014-12-26,1.5300
163109.OF,申万深成,2014-12-26,0.7241
163110.OF,申万量化,2014-12-26,1.3750
163113.OF,申万证券,2014-12-26,1.1011
163114.OF,申万环保,2014-12-26,1.2621
163115.OF,申万军工,2014-12-26,1.2845
163209.OF,诺安创业,2014-12-26,1.0970
163407.OF,兴全300,2014-12-26,1.2222
163821.OF,中银300E,2014-12-26,1.4050
164304.OF,新华环保,2014-12-26,1.0730
164705.OF,添富恒生,2014-12-26,1.0510
164811.OF,京津冀,2014-12-26,1.1927
165309.OF,建信300,2014-12-26,1.0101
165310.OF,300增强,2014-12-26,1.2070
165312.OF,建信50,2014-12-26,1.1988
165511.OF,信诚500,2014-12-26,1.0470
165515.OF,信诚300,2014-12-26,1.1860
165519.OF,信诚医药,2014-12-26,1.0530
165520.OF,信诚有色,2014-12-26,1.0830
165521.OF,信诚金融,2014-12-26,1.1090
165522.OF,信诚TMT,2014-12-26,0.9940
166802.OF,浙商300,2014-12-26,1.2330
510010.OF,治理ETF,2014-12-26,1.0300
510020.OF,超大ETF,2014-12-26,2.2511
510030.OF,价值ETF,2014-12-26,3.7610
510050.OF,50ETF,2014-12-26,2.4350
510060.OF,央企ETF,2014-12-26,1.7279
510090.OF,责任ETF,2014-12-26,1.2821
510110.OF,周期ETF,2014-12-26,3.4260
510120.OF,非周ETF,2014-12-26,2.5620
510130.OF,中盘ETF,2014-12-26,3.5885
510150.OF,消费ETF,2014-12-26,3.2720
510160.OF,小康ETF,2014-12-26,0.5049
510170.OF,商品ETF,2014-12-26,1.8530
510180.OF,180ETF,2014-12-26,3.1103
510190.OF,龙头ETF,2014-12-26,2.9450
510210.OF,综指ETF,2014-12-26,3.4630
510220.OF,中小ETF,2014-12-26,3.8830
510230.OF,金融ETF,2014-12-26,5.6878
510270.OF,国企ETF,2014-12-26,1.0700
510290.OF,380ETF,2014-12-26,1.3521
510300.OF,300ETF,2014-12-26,3.4801
510310.OF,HS300ETF,2014-12-26,1.3941
510330.OF,华夏300,2014-12-26,3.4601
510410.OF,资源ETF,2014-12-26,0.7752
510440.OF,500沪市,2014-12-26,1.6970
510500.OF,500ETF,2014-12-26,1.5199
510510.OF,广发500,2014-12-26,1.5214
510630.OF,消费行业,2014-12-26,1.2395
510650.OF,金融行业,2014-12-26,1.5832
510660.OF,医药行业,2014-12-26,1.1643
510680.OF,万家50,2014-12-26,1.3932
510880.OF,红利ETF,2014-12-26,2.6000
512010.OF,医药ETF,2014-12-26,0.9916
512070.OF,证券保险,2014-12-26,2.2745
512120.OF,医药50,2014-12-26,1.0560
512220.OF,科技150,2014-12-26,1.1397
512600.OF,主要消费,2014-12-26,1.2005
512610.OF,医药卫生,2014-12-26,1.1523
512640.OF,金融地产,2014-12-26,1.7462
513030.OF,德国30,2014-12-26,0.9720
513100.OF,纳指ETF,2014-12-26,1.4050
513500.OF,标普500,2014-12-26,1.1562
513600.OF,恒指ETF,2014-12-26,1.0000
513660.OF,恒生通,2014-12-26,1.0003
159901.OF,深100ETF,2015-01-02,3.7683
159902.OF,中小100,2015-01-02,2.5400
159903.OF,深成ETF,2015-01-02,1.1570
159905.OF,深红利,2015-01-02,1.0776
159906.OF,深成长,2015-01-02,0.7660
159907.OF,中小300,2015-01-02,1.1021
159908.OF,创业板BS,2015-01-02,1.0409
159909.OF,深TMT,2015-01-02,3.9790
159910.OF,深F120,2015-01-02,1.1815
159912.OF,深300ETF,2015-01-02,1.1722
159913.OF,深价值,2015-01-02,1.3560
159915.OF,创业板,2015-01-02,1.4292
159916.OF,深F60,2015-01-02,2.3220
159918.OF,中创400,2015-01-02,1.5606
159919.OF,300ETF,2015-01-02,3.6819
159920.OF,恒生ETF,2015-01-02,1.0900
159922.OF,500ETF,2015-01-02,5.3136
159923.OF,100ETF,2015-01-02,1.3780
159925.OF,南方300,2015-01-02,1.3980
159928.OF,消费ETF,2015-01-02,1.1506
159929.OF,医药ETF,2015-01-02,1.1359
159930.OF,能源ETF,2015-01-02,1.0833
159931.OF,金融ETF,2015-01-02,1.6673
159932.OF,500深ETF,2015-01-02,1.4480
159933.OF,金地ETF,2015-01-02,1.7774
159935.OF,景顺500,2015-01-02,1.3942
159936.OF,可选消费,2015-01-02,1.2551
159938.OF,医药,2015-01-02,1.0020
160119.OF,南方500,2015-01-02,1.2526
160125.OF,南方香港,2015-01-02,1.0426
160133.OF,南方天元,2015-01-02,1.2630
160218.OF,国泰地产,2015-01-02,1.5143
160219.OF,国泰医药,2015-01-02,1.0532
160222.OF,国泰食品,2015-01-02,1.1163
160416.OF,石油基金,2015-01-02,0.9250
160615.OF,鹏华300,2015-01-02,1.2970
160616.OF,鹏华500,2015-01-02,1.1000
160620.OF,资源LOF,2015-01-02,1.2620
160625.OF,证保LOF,2015-01-02,1.4580
160626.OF,信息LOF,2015-01-02,1.2200
160628.OF,地产LOF,2015-01-02,1.4130
160629.OF,传媒LOF,2015-01-02,0.9580
160630.OF,国防LOF,2015-01-02,0.9910
160706.OF,嘉实300,2015-01-02,0.9661
160716.OF,嘉实50,2015-01-02,1.1104
160717.OF,恒生H股,2015-01-02,0.8639
160806.OF,长盛同庆,2015-01-02,1.2140
160807.OF,长盛300,2015-01-02,1.1710
160919.OF,大成产业,2015-01-02,1.0470
161017.OF,富国500,2015-01-02,1.4800
161022.OF,创业,2015-01-02,1.0430
161024.OF,军工,2015-01-02,1.0080
161025.OF,互联网,2015-01-02,1.0610
161026.OF,国企改革,2015-01-02,1.0060
161213.OF,国投消费,2015-01-02,1.0950
161217.OF,国投资源,2015-01-02,0.6800
161607.OF,融通巨潮,2015-01-02,1.1240
161720.OF,证券基金,2015-01-02,1.1630
161721.OF,地产基金,2015-01-02,1.1710
161811.OF,银华300,2015-01-02,1.4630
161812.OF,银华100,2015-01-02,0.9390
161831.OF,恒生中企,2015-01-02,1.1495
161907.OF,万家红利,2015-01-02,1.2213
162107.OF,金鹰量化,2015-01-02,1.3275
162216.OF,泰达500,2015-01-02,1.3844
162307.OF,海富100,2015-01-02,1.0880
162411.OF,华宝油气,2015-01-02,0.7590
162509.OF,中证100E,2015-01-02,1.4360
162510.OF,国安中小,2015-01-02,1.2710
162711.OF,广发500L,2015-01-02,1.1573
162714.OF,深100基,2015-01-02,1.0557
162907.OF,泰信400,2015-01-02,1.5200
163109.OF,申万深成,2015-01-02,0.7383
163110.OF,申万量化,2015-01-02,1.3580
163113.OF,申万证券,2015-01-02,1.1160
163114.OF,申万环保,2015-01-02,1.2409
163115.OF,申万军工,2015-01-02,1.2476
